iter	RMSE
1666	14.68266024
1667	14.67323358
1668	14.66689981
1669	14.6645768
1670	14.66262081
1671	14.65926751
1672	14.65556706
1673	14.65192388
1674	14.64612858
1675	14.64257051
1676	14.63952316
1677	14.63400632
1678	14.63178982
1679	14.62586517
1680	14.62271075
1681	14.61987906
1682	14.61648608
1683	14.61240245
1684	14.60818938
1685	14.60285086
1686	14.60134141
1687	14.59783667
1688	14.59396695
1689	14.59124353
1690	14.58820478
1691	14.583792
1692	14.58104204
1693	14.57766383
1694	14.57306722
1695	14.57045897
1696	14.56767979
1697	14.56421671
1698	14.56109131
1699	14.55556018
1700	14.55278773
1701	14.5484814
1702	14.54207588
1703	14.53988602
1704	14.53590565
1705	14.53292711
1706	14.53113751
1707	14.52374906
1708	14.52178652
1709	14.51751164
1710	14.51252418
1711	14.50934905
1712	14.50704519
1713	14.50163166
1714	14.49798
1715	14.49510762
1716	14.49035301
1717	14.48697193
1718	14.48481039
1719	14.48148014
1720	14.47745786
1721	14.47420082
1722	14.47123234
1723	14.46965364
1724	14.46600008
1725	14.46340647
1726	14.45981962
1727	14.45707495
1728	14.45265318
1729	14.4480536
1730	14.44428244
1731	14.44124976
1732	14.4367844
1733	14.43329256
1734	14.43183402
1735	14.42735579
1736	14.42278037
1737	14.42023379
1738	14.41785504
1739	14.4141614
1740	14.40918005
1741	14.40645092
1742	14.40260554
1743	14.40000899
1744	14.39606744
1745	14.39279121
1746	14.3907372
1747	14.38646743
1748	14.38363034
1749	14.378665
1750	14.37543944
1751	14.36914748
1752	14.3651323
1753	14.36043286
1754	14.35738246
1755	14.35478428
1756	14.35331812
1757	14.3490518
1758	14.34637605
1759	14.3436391
1760	14.34021865
1761	14.33657309
1762	14.33443165
1763	14.33062044
1764	14.32824695
1765	14.3264272
1766	14.32269282
1767	14.31823831
1768	14.31554664
1769	14.31120924
1770	14.30864094
1771	14.30601848
1772	14.30293809
1773	14.30111347
1774	14.29807277
1775	14.29545664
1776	14.29041265
1777	14.2858596
1778	14.28195988
1779	14.27514234
1780	14.2719556
1781	14.26776045
1782	14.26264244
1783	14.25958699
1784	14.25634971
1785	14.251008
1786	14.24896308
1787	14.24579177
1788	14.24341427
1789	14.24142503
1790	14.23728833
1791	14.23340185
1792	14.23042108
1793	14.22693679
1794	14.21993135
1795	14.21696231
1796	14.2135702
1797	14.20983993
1798	14.2076861
1799	14.20408113
1800	14.19959925
1801	14.19458237
1802	14.1932289
1803	14.18924848
1804	14.18748467
1805	14.18546811
1806	14.18310465
1807	14.18026935
1808	14.17642954
1809	14.17257536
1810	14.16798798
1811	14.1665579
1812	14.16286069
1813	14.15900161
1814	14.15588637
1815	14.15283381
1816	14.15023557
1817	14.14712524
1818	14.14457362
1819	14.14130824
1820	14.13937322
1821	14.13745098
1822	14.13468514
1823	14.13057103
1824	14.12754182
1825	14.12315372
1826	14.12007078
1827	14.11799923
1828	14.11583791
1829	14.1124516
1830	14.10920834
1831	14.10659411
1832	14.10234631
1833	14.09884116
1834	14.09641016
1835	14.09202956
1836	14.08971873
1837	14.08682701
1838	14.08331889
1839	14.07953869
1840	14.07690427
1841	14.07454766
1842	14.07187308
1843	14.06751354
1844	14.0644643
1845	14.06076217
1846	14.05801786
1847	14.05434107
1848	14.0521599
1849	14.04736946
1850	14.04498495
1851	14.04325899
1852	14.0406428
1853	14.03539694
1854	14.03436158
1855	14.03165293
1856	14.02909629
1857	14.02647905
1858	14.0236782
1859	14.01957116
1860	14.01740014
1861	14.01431541
1862	14.00888799
1863	14.00539708
1864	14.00233835
1865	13.99737268
1866	13.99370109
1867	13.98971388
1868	13.98760846
1869	13.98397993
1870	13.98133669
1871	13.97759641
1872	13.97431078
1873	13.97242039
1874	13.96864531
1875	13.96661627
1876	13.96369983
1877	13.95812413
1878	13.95481131
1879	13.95023068
1880	13.94680947
1881	13.94263942
1882	13.93876452
1883	13.93658699
1884	13.93447859
1885	13.93209307
1886	13.92931963
1887	13.9269429
1888	13.92348289
1889	13.91661123
1890	13.91366027
1891	13.91064979
1892	13.90811845
1893	13.90412023
1894	13.90129566
1895	13.8984312
1896	13.89597626
1897	13.89478342
1898	13.89111094
1899	13.88865148
1900	13.8870505
1901	13.88195593
1902	13.87934325
1903	13.87533418
1904	13.87268824
1905	13.87031002
1906	13.86763622
1907	13.86317071
1908	13.86020188
1909	13.85702726
1910	13.85435675
1911	13.84922773
1912	13.84623153
1913	13.84363043
1914	13.84089704
1915	13.83884616
1916	13.83388816
1917	13.8305813
1918	13.82734413
1919	13.82528793
1920	13.82023106
1921	13.81684141
1922	13.81454228
1923	13.81255693
1924	13.81021628
1925	13.80817685
1926	13.80430596
1927	13.79873049
1928	13.79605025
1929	13.79347119
1930	13.79149826
1931	13.78940956
1932	13.78749183
1933	13.78584503
1934	13.78292373
1935	13.7799781
1936	13.77691011
1937	13.77197066
1938	13.76715334
1939	13.76527846
1940	13.76037574
1941	13.7564883
1942	13.75337537
1943	13.74858862
1944	13.74514503
1945	13.74179327
1946	13.73875134
1947	13.7364016
1948	13.73376092
1949	13.73103565
1950	13.72838575
1951	13.72478085
1952	13.72133477
1953	13.71682293
1954	13.71370366
1955	13.71134811
1956	13.70781896
1957	13.70519957
1958	13.70277527
1959	13.70012467
1960	13.69776344
1961	13.69438365
1962	13.69163293
1963	13.68938849
1964	13.68543997
1965	13.68362494
1966	13.68208386
1967	13.67892798
1968	13.67645303
1969	13.6731709
1970	13.66874757
1971	13.66500221
1972	13.66168051
1973	13.65825227
1974	13.65469581
1975	13.65042304
1976	13.64526307
1977	13.64311875
1978	13.64047215
1979	13.63379604
1980	13.63161975
1981	13.62744278
1982	13.62331398
1983	13.62012821
1984	13.61651108
1985	13.61564883
1986	13.61167937
1987	13.60900664
1988	13.60548935
1989	13.60366426
1990	13.60066262
1991	13.59771024
1992	13.59592176
1993	13.59350272
1994	13.5886306
1995	13.58518475
1996	13.58025768
1997	13.5757054
1998	13.57393155
1999	13.56899681
