iter	RMSE
334	22.97466946
335	22.96411031
336	22.95531898
337	22.94654227
338	22.93687374
339	22.92887776
340	22.91229077
341	22.9027238
342	22.89284775
343	22.87936295
344	22.87130065
345	22.85707752
346	22.83344278
347	22.82428953
348	22.81141937
349	22.80199008
350	22.79395143
351	22.78386938
352	22.77626448
353	22.76794221
354	22.75790344
355	22.74849106
356	22.7414105
357	22.7369409
358	22.72978027
359	22.72210268
360	22.70005584
361	22.69091029
362	22.67792681
363	22.67117064
364	22.66293593
365	22.65449894
366	22.64209637
367	22.63130527
368	22.62698651
369	22.61906718
370	22.60863724
371	22.59687144
372	22.59075815
373	22.58085058
374	22.56887701
375	22.55843628
376	22.54646878
377	22.53234226
378	22.52189338
379	22.5103612
380	22.5001511
381	22.48636228
382	22.47060599
383	22.46149821
384	22.44833094
385	22.43483134
386	22.42937296
387	22.41648308
388	22.40570218
389	22.39727549
390	22.3873314
391	22.38001255
392	22.36831296
393	22.35268424
394	22.34030373
395	22.3206199
396	22.30654628
397	22.2969174
398	22.28395759
399	22.26857121
400	22.25795629
401	22.24259524
402	22.2320505
403	22.22272401
404	22.21140377
405	22.20090362
406	22.19112319
407	22.18070383
408	22.16947214
409	22.16026683
410	22.15493031
411	22.14197105
412	22.13441462
413	22.12722222
414	22.11116751
415	22.09992585
416	22.08709866
417	22.07939819
418	22.06573848
419	22.05130997
420	22.03848815
421	22.02720886
422	22.0199169
423	22.01201409
424	22.00056983
425	21.98918836
426	21.97831316
427	21.96759238
428	21.95929864
429	21.95537377
430	21.94274948
431	21.93474389
432	21.92470925
433	21.91630895
434	21.90988059
435	21.89946191
436	21.89046986
437	21.88020421
438	21.87302258
439	21.86335879
440	21.85287583
441	21.84162817
442	21.83481339
443	21.82587597
444	21.81626926
445	21.80680962
446	21.80209228
447	21.794768
448	21.78684649
449	21.77129505
450	21.75524307
451	21.74086528
452	21.72542486
453	21.71255375
454	21.69344581
455	21.6840316
456	21.674036
457	21.6654177
458	21.65374498
459	21.63776283
460	21.61457475
461	21.61132832
462	21.60076902
463	21.59281577
464	21.58837061
465	21.56074168
466	21.5522987
467	21.54624805
468	21.5314678
469	21.5213383
470	21.50917552
471	21.4973914
472	21.48697334
473	21.47583009
474	21.47073848
475	21.46520308
476	21.45623737
477	21.44498066
478	21.43128956
479	21.42278565
480	21.41594732
481	21.41108176
482	21.39510133
483	21.38660641
484	21.37249188
485	21.3596167
486	21.33382801
487	21.32104648
488	21.31180145
489	21.30047024
490	21.29361507
491	21.28513404
492	21.28080488
493	21.26629061
494	21.25583315
495	21.24539674
496	21.23316556
497	21.22752512
498	21.21716991
499	21.20554033
500	21.19258562
501	21.18493695
502	21.17608306
503	21.16746698
504	21.15478907
505	21.13909894
506	21.12851682
507	21.11760142
508	21.10663841
509	21.1013484
510	21.09215017
511	21.08385659
512	21.07861946
513	21.07121373
514	21.06469301
515	21.0578565
516	21.05193201
517	21.04322569
518	21.03540247
519	21.02870372
520	21.01797511
521	21.00595622
522	20.99832943
523	20.98773453
524	20.98212156
525	20.97614558
526	20.95997803
527	20.94600116
528	20.93721387
529	20.93053982
530	20.92377108
531	20.91298394
532	20.90074376
533	20.89286877
534	20.88756268
535	20.8729735
536	20.86364239
537	20.85508101
538	20.84439993
539	20.83725869
540	20.82906313
541	20.82073901
542	20.81498185
543	20.81091331
544	20.80264627
545	20.79449377
546	20.78849131
547	20.78367757
548	20.77674265
549	20.76737375
550	20.76196483
551	20.74027221
552	20.73450857
553	20.72597026
554	20.7193642
555	20.71144166
556	20.70520517
557	20.69229663
558	20.68819806
559	20.68360492
560	20.66335737
561	20.65943807
562	20.64941361
563	20.64462536
564	20.63031972
565	20.62434885
566	20.61804209
567	20.59833988
568	20.5933969
569	20.58886524
570	20.57022475
571	20.56357544
572	20.55542657
573	20.54546462
574	20.53898029
575	20.53351744
576	20.52171122
577	20.51249461
578	20.5026948
579	20.48995114
580	20.48166314
581	20.47385815
582	20.45999645
583	20.43580782
584	20.42236065
585	20.40400601
586	20.40045469
587	20.38848594
588	20.37766309
589	20.37289388
590	20.36731001
591	20.35965273
592	20.35427302
593	20.34977193
594	20.34228181
595	20.3310017
596	20.32396192
597	20.31928532
598	20.31410246
599	20.30503642
600	20.29472233
601	20.28706528
602	20.28474999
603	20.27783593
604	20.27193933
605	20.25989767
606	20.24994291
607	20.24238668
608	20.23112982
609	20.22418931
610	20.21205662
611	20.20430337
612	20.19673575
613	20.18911438
614	20.1793624
615	20.1732011
616	20.16728048
617	20.16165518
618	20.15225669
619	20.14384898
620	20.13446548
621	20.1227218
622	20.1121956
623	20.10658536
624	20.09850508
625	20.09312909
626	20.09021776
627	20.07687219
628	20.06875873
629	20.06159351
630	20.05220208
631	20.04245073
632	20.03392013
633	20.02692982
634	20.02424176
635	20.01656868
636	20.01327606
637	20.00526623
638	19.99842718
639	19.99450019
640	19.98598807
641	19.98003859
642	19.97027455
643	19.96195625
644	19.94859403
645	19.94074084
646	19.92668438
647	19.9231642
648	19.91480911
649	19.90319535
650	19.89758122
651	19.88682904
652	19.87999117
653	19.86838712
654	19.86197153
655	19.85512197
656	19.84900172
657	19.84164792
658	19.83679385
659	19.83084043
660	19.82502479
661	19.81403625
662	19.80650908
663	19.80169128
664	19.78335562
665	19.77893782
666	19.76601233
667	19.75934981
668	19.74909063
669	19.74017921
670	19.73700096
671	19.72893181
672	19.71967847
673	19.71138916
674	19.70350437
675	19.69422195
676	19.68369336
677	19.67232467
678	19.66464069
679	19.6596276
680	19.647995
681	19.64070119
682	19.63131896
683	19.6253533
684	19.62002898
685	19.60917877
686	19.60172559
687	19.59621628
688	19.58935235
689	19.58070392
690	19.57481962
691	19.56481027
692	19.56154351
693	19.5564786
694	19.55242244
695	19.54686192
696	19.54013953
697	19.53522027
698	19.52983253
699	19.52431154
700	19.51311701
701	19.50408581
702	19.4923071
703	19.48434627
704	19.47129757
705	19.46563401
706	19.45688421
707	19.45246775
708	19.44438428
709	19.43805851
710	19.43157471
711	19.42665978
712	19.41975009
713	19.41386064
714	19.40989581
715	19.40247514
716	19.3941576
717	19.39140752
718	19.38363283
719	19.37782057
720	19.37303035
721	19.36739319
722	19.36204279
723	19.35751301
724	19.34660232
725	19.33469545
726	19.32737442
727	19.322361
728	19.31368741
729	19.30752952
730	19.29538186
731	19.28947188
732	19.28364432
733	19.27579604
734	19.26737423
735	19.26190263
736	19.25496762
737	19.24884456
738	19.24365445
739	19.23661549
740	19.23355826
741	19.22894981
742	19.21897068
743	19.20970454
744	19.2055259
745	19.19831261
746	19.19055412
747	19.18696643
748	19.18039338
749	19.17495552
750	19.16527506
751	19.16008075
752	19.15544338
753	19.14655526
754	19.14143297
755	19.13429417
756	19.12936239
757	19.12225802
758	19.11413508
759	19.09556862
760	19.0834278
761	19.07798864
762	19.06960001
763	19.06214655
764	19.05548363
765	19.04980952
766	19.03931934
767	19.03547282
768	19.02898791
769	19.02441662
770	19.01693907
771	19.01326818
772	19.00662166
773	19.001096
774	18.99404313
775	18.98813465
776	18.98236269
777	18.97639284
778	18.96772683
779	18.96033971
780	18.95615266
781	18.95017223
782	18.94696431
783	18.94002936
784	18.93433161
785	18.9293963
786	18.92070527
787	18.91585022
788	18.909994
789	18.9023363
790	18.89590662
791	18.88888768
792	18.88368063
793	18.87758653
794	18.87004445
795	18.86690459
796	18.85575851
797	18.8504077
798	18.84545684
799	18.84205625
800	18.83998644
801	18.83485077
802	18.8244483
803	18.81780673
804	18.81308768
805	18.80701862
806	18.79861982
807	18.79450511
808	18.79029907
809	18.78443482
810	18.78156158
811	18.77789657
812	18.77102269
813	18.76284029
814	18.75718275
815	18.75188259
816	18.74687876
817	18.74441186
818	18.73615845
819	18.73032403
820	18.7254171
821	18.72122872
822	18.7158549
823	18.71311512
824	18.70437752
825	18.70175456
826	18.69402514
827	18.68909909
828	18.67969537
829	18.67468697
830	18.66865272
831	18.66124814
832	18.65128099
833	18.644164
834	18.64169593
835	18.63402052
836	18.62863436
837	18.61785802
838	18.61268022
839	18.60555831
840	18.59864444
841	18.58882786
842	18.58183842
843	18.57653979
844	18.56228046
845	18.55761332
846	18.55292494
847	18.54848534
848	18.54500322
849	18.54046538
850	18.53652911
851	18.53207654
852	18.52621991
853	18.52160392
854	18.50960697
855	18.50341492
856	18.49773894
857	18.49057745
858	18.48567656
859	18.47901345
860	18.47376424
861	18.47146322
862	18.46533841
863	18.46139425
864	18.45557264
865	18.45152244
866	18.43609227
867	18.4307147
868	18.42500327
869	18.41880155
870	18.41463154
871	18.40962458
872	18.40363633
873	18.39961138
874	18.39546547
875	18.39061775
876	18.38689553
877	18.38127549
878	18.37505888
879	18.37042193
880	18.3654037
881	18.35614655
882	18.35191072
883	18.34768942
884	18.34343198
885	18.33698444
886	18.33278401
887	18.32715955
888	18.32418803
889	18.3178571
890	18.31045604
891	18.30418796
892	18.29831205
893	18.29381831
894	18.28967758
895	18.28284913
896	18.27839103
897	18.27292762
898	18.26680696
899	18.26076171
900	18.25533334
901	18.24548263
902	18.23842854
903	18.23329602
904	18.23079418
905	18.22035924
906	18.21581934
907	18.21228226
908	18.20632665
909	18.19957423
910	18.19643892
911	18.18946075
912	18.18433056
913	18.17913231
914	18.17354843
915	18.1689377
916	18.16123731
917	18.15273872
918	18.14920545
919	18.14507609
920	18.14323942
921	18.13626176
922	18.13174908
923	18.12380318
924	18.11573572
925	18.11233368
926	18.10170845
927	18.09728713
928	18.0939899
929	18.09208691
930	18.08344482
931	18.07675435
932	18.07031324
933	18.06719761
934	18.06030149
935	18.05485526
936	18.04979062
937	18.04503164
938	18.04062106
939	18.03718189
940	18.03346938
941	18.02751245
942	18.02480431
943	18.02111148
944	18.01691862
945	18.0126598
946	18.00702625
947	18.00323188
948	17.99894898
949	17.99390787
950	17.98819971
951	17.98031451
952	17.97392441
953	17.97223536
954	17.96679302
955	17.96134808
956	17.95869851
957	17.95403122
958	17.94917759
959	17.94439072
960	17.93779699
961	17.93117463
962	17.92383197
963	17.91798168
964	17.90629945
965	17.89980815
966	17.89750084
967	17.8909199
968	17.87977434
969	17.87419518
970	17.86395825
971	17.86079353
972	17.85600694
973	17.84996144
974	17.84502959
975	17.84357167
976	17.83526871
977	17.83046526
978	17.82708469
979	17.82131895
980	17.81539882
981	17.80971472
982	17.80066317
983	17.79758581
984	17.79250783
985	17.78794714
986	17.78016866
987	17.77369475
988	17.76804484
989	17.76418559
990	17.76001333
991	17.7536758
992	17.74782717
993	17.73995247
994	17.73317517
995	17.72902894
996	17.72407453
997	17.72020642
998	17.71253119
999	17.70583978
1000	17.69960162
1001	17.6975549
1002	17.6913449
1003	17.68182678
1004	17.67826044
1005	17.67078637
1006	17.6670152
1007	17.66318792
1008	17.65855427
1009	17.64977032
1010	17.64395357
1011	17.63917173
1012	17.63349705
1013	17.62926713
1014	17.62482788
1015	17.62138492
1016	17.61281261
1017	17.60666945
1018	17.59995598
1019	17.59454875
1020	17.58970975
1021	17.58476249
1022	17.57950695
1023	17.57767379
1024	17.57217027
1025	17.56819218
1026	17.56090426
1027	17.55707137
1028	17.5510449
1029	17.5473348
1030	17.5422472
1031	17.53714101
1032	17.53158912
1033	17.52817313
1034	17.52136052
1035	17.51528747
1036	17.51074271
1037	17.50657106
1038	17.50090976
1039	17.49304639
1040	17.48729829
1041	17.48130007
1042	17.47695172
1043	17.47111392
1044	17.46872958
1045	17.4622895
1046	17.45736555
1047	17.45069871
1048	17.44198527
1049	17.43698206
1050	17.43152935
1051	17.42719833
1052	17.4213495
1053	17.41369965
1054	17.40895862
1055	17.40484124
1056	17.40043738
1057	17.39679511
1058	17.39367085
1059	17.38915446
1060	17.38359428
1061	17.38078486
1062	17.37473303
1063	17.36558766
1064	17.35299797
1065	17.3488353
1066	17.34481707
1067	17.3427404
1068	17.33897861
1069	17.33300627
1070	17.32584719
1071	17.31862134
1072	17.31327133
1073	17.30808354
1074	17.30242961
1075	17.29712309
1076	17.29041981
1077	17.28532543
1078	17.28004652
1079	17.27152577
1080	17.26921905
1081	17.26424585
1082	17.25987355
1083	17.25204383
1084	17.24833796
1085	17.24219518
1086	17.23822467
1087	17.23189457
1088	17.2291804
1089	17.22484895
1090	17.21726359
1091	17.21367343
1092	17.20825139
1093	17.19903316
1094	17.19110552
1095	17.18073101
1096	17.17210366
1097	17.16859346
1098	17.16468605
1099	17.15675436
1100	17.15234219
1101	17.14747428
1102	17.13960762
1103	17.13401571
1104	17.13039814
1105	17.12623172
1106	17.12122566
1107	17.11294124
1108	17.10831096
1109	17.10351345
1110	17.09916093
1111	17.09385233
1112	17.08875669
1113	17.08310211
1114	17.0806725
1115	17.07574309
1116	17.07103501
1117	17.06776008
1118	17.06481723
1119	17.05589573
1120	17.05170513
1121	17.04632349
1122	17.04098493
1123	17.03560868
1124	17.03280466
1125	17.026138
1126	17.02104992
1127	17.01699579
1128	17.01383805
1129	17.0117674
1130	17.00554167
1131	16.99657108
1132	16.99159308
1133	16.98335314
1134	16.98035007
1135	16.97611648
1136	16.96998906
1137	16.96246578
1138	16.95891923
1139	16.95235251
1140	16.95025638
1141	16.94705388
1142	16.94308255
1143	16.93855283
1144	16.93441386
1145	16.92993482
1146	16.92481387
1147	16.92107709
1148	16.91939146
1149	16.91439399
1150	16.90845946
1151	16.90413818
1152	16.90125432
1153	16.89593429
1154	16.88846013
1155	16.88366757
1156	16.87870157
1157	16.87491739
1158	16.8706869
1159	16.8662041
1160	16.86015044
1161	16.85774532
1162	16.85106845
1163	16.84572812
1164	16.84051614
1165	16.83594194
1166	16.83212138
1167	16.82728015
1168	16.82236294
1169	16.81932273
1170	16.8172779
1171	16.81218004
1172	16.80886342
1173	16.80026106
1174	16.79553287
1175	16.79061719
1176	16.78610482
1177	16.78039282
1178	16.77624172
1179	16.77166888
1180	16.76868756
1181	16.76212967
1182	16.76053688
1183	16.75754339
1184	16.75147811
1185	16.74833778
1186	16.74512181
1187	16.74263339
1188	16.73733537
1189	16.73442962
1190	16.72742084
1191	16.72189155
1192	16.71974512
1193	16.71461879
1194	16.70885529
1195	16.70343142
1196	16.69827877
1197	16.69583715
1198	16.6925137
1199	16.68670091
1200	16.67834837
1201	16.67359434
1202	16.6656793
1203	16.66076027
1204	16.65693584
1205	16.65348891
1206	16.6504702
1207	16.64471647
1208	16.64114764
1209	16.63627062
1210	16.63000044
1211	16.62557367
1212	16.61981418
1213	16.61688075
1214	16.60943781
1215	16.60630814
1216	16.60289458
1217	16.59890549
1218	16.59261679
1219	16.58820841
1220	16.58569343
1221	16.58201066
1222	16.57459818
1223	16.56721078
1224	16.56078542
1225	16.5539853
1226	16.55232168
1227	16.54512057
1228	16.53755691
1229	16.53391233
1230	16.53044895
1231	16.52717857
1232	16.52372241
1233	16.52224899
1234	16.51449207
1235	16.50623792
1236	16.50373406
1237	16.49799167
1238	16.49061978
1239	16.48830343
1240	16.48512135
1241	16.48222211
1242	16.4769193
1243	16.46886143
1244	16.46552815
1245	16.46254232
1246	16.45928361
1247	16.45623865
1248	16.45126553
1249	16.44643356
1250	16.43922322
1251	16.43572536
1252	16.42910538
1253	16.42492432
1254	16.41997758
1255	16.41543166
1256	16.41000204
1257	16.40588518
1258	16.40042201
1259	16.39722285
1260	16.39433508
1261	16.38885141
1262	16.38394364
1263	16.37846887
1264	16.37264408
1265	16.36820538
1266	16.36451177
1267	16.36124398
1268	16.35687202
1269	16.35289681
1270	16.35007471
1271	16.34605688
1272	16.34190539
1273	16.33663601
1274	16.33264197
1275	16.33154793
1276	16.32431186
1277	16.32095784
1278	16.31203153
1279	16.30425991
1280	16.30070513
1281	16.29700682
1282	16.28975572
1283	16.28602292
1284	16.28253027
1285	16.27447788
1286	16.2689462
1287	16.26529582
1288	16.26052142
1289	16.25715991
1290	16.25369286
1291	16.24990192
1292	16.24487754
1293	16.24014864
1294	16.23436326
1295	16.22834548
1296	16.22084748
1297	16.21632962
1298	16.2136676
1299	16.20952298
1300	16.20472683
1301	16.20211603
1302	16.19938268
1303	16.19366877
1304	16.19165853
1305	16.1864879
1306	16.18168179
1307	16.17757408
1308	16.17368911
1309	16.16380541
1310	16.1589584
1311	16.15379064
1312	16.14988653
1313	16.14883703
1314	16.14444845
1315	16.13628506
1316	16.13161018
1317	16.12661069
1318	16.1223198
1319	16.1104502
1320	16.10815386
1321	16.10334968
1322	16.0978321
1323	16.0945402
1324	16.09083527
1325	16.08335258
1326	16.08044135
1327	16.07697447
1328	16.06863552
1329	16.06559331
1330	16.05980569
1331	16.05443034
1332	16.0478461
1333	16.04480127
1334	16.03953787
1335	16.0354236
1336	16.03404439
1337	16.02848629
1338	16.02519602
1339	16.0193692
1340	16.01605265
1341	16.00851876
1342	16.00120002
1343	15.99779151
1344	15.99359729
1345	15.98991009
1346	15.98682143
1347	15.97986943
1348	15.97441025
1349	15.96967339
1350	15.96526322
1351	15.96042183
1352	15.9576369
1353	15.95080506
1354	15.94618539
1355	15.94216178
1356	15.93840529
1357	15.93390027
1358	15.92865945
1359	15.92640083
1360	15.92088645
1361	15.91648571
1362	15.9124576
1363	15.9034654
1364	15.89724943
1365	15.89427195
1366	15.8884731
1367	15.88241897
1368	15.87750819
1369	15.87293222
1370	15.86715117
1371	15.8637297
1372	15.85785952
1373	15.85436081
1374	15.84796733
1375	15.84569024
1376	15.84269541
1377	15.83704623
1378	15.8336784
1379	15.83066906
1380	15.82629441
1381	15.82299268
1382	15.82173954
1383	15.81497407
1384	15.81033595
1385	15.80737316
1386	15.8011568
1387	15.79649538
1388	15.78940805
1389	15.78268801
1390	15.77692273
1391	15.77086331
1392	15.76685535
1393	15.76379181
1394	15.75957489
1395	15.75441497
1396	15.74590893
1397	15.740134
1398	15.73304329
1399	15.72860554
1400	15.72498831
1401	15.72221215
1402	15.72057455
1403	15.71536697
1404	15.71266022
1405	15.70686243
1406	15.70147089
1407	15.6997342
1408	15.6936926
1409	15.68840369
1410	15.68486756
1411	15.68067878
1412	15.67658708
1413	15.67447375
1414	15.66658229
1415	15.66357918
1416	15.65967701
1417	15.64986224
1418	15.64697383
1419	15.64312289
1420	15.63564737
1421	15.63148833
1422	15.62591669
1423	15.62330538
1424	15.62073195
1425	15.61776565
1426	15.6137572
1427	15.61052788
1428	15.60806704
1429	15.60351309
1430	15.60063207
1431	15.59921551
1432	15.59451884
1433	15.58780338
1434	15.58440965
1435	15.5787536
1436	15.57492818
1437	15.56960887
1438	15.56471533
1439	15.55956844
1440	15.55444799
1441	15.55070511
1442	15.54737087
1443	15.54059187
1444	15.53551631
1445	15.53198481
1446	15.52828711
1447	15.52459443
1448	15.51654918
1449	15.51337691
1450	15.51103861
1451	15.50781241
1452	15.50210038
1453	15.49906026
1454	15.49551002
1455	15.49180197
1456	15.48614777
1457	15.48380215
1458	15.48054447
1459	15.47678517
1460	15.47191133
1461	15.46791325
1462	15.46366749
1463	15.4603855
1464	15.45714754
1465	15.45102334
1466	15.44705419
1467	15.44542078
1468	15.43981043
1469	15.43728754
1470	15.43369282
1471	15.42976285
1472	15.42552417
1473	15.41918152
1474	15.4158397
1475	15.41227953
1476	15.4053943
1477	15.40144366
1478	15.39660173
1479	15.39389906
1480	15.39068212
1481	15.3862949
1482	15.38253481
1483	15.38051818
1484	15.37435063
1485	15.36735428
1486	15.36387373
1487	15.36050247
1488	15.35578214
1489	15.35140491
1490	15.3504552
1491	15.34283343
1492	15.33868558
1493	15.33400598
1494	15.33085518
1495	15.32960257
1496	15.3270701
1497	15.3242328
1498	15.3217898
1499	15.31840413
1500	15.3151859
1501	15.31237778
1502	15.30831619
1503	15.30490575
1504	15.30189128
1505	15.29713342
1506	15.29462137
1507	15.29218832
1508	15.28930125
1509	15.28474031
1510	15.28030302
1511	15.27673234
1512	15.27403794
1513	15.27056378
1514	15.26722787
1515	15.26357783
1516	15.26165882
1517	15.25659043
1518	15.25232116
1519	15.24420185
1520	15.23865278
1521	15.23398229
1522	15.22615993
1523	15.22113074
1524	15.21542505
1525	15.21100174
1526	15.20644387
1527	15.20253483
1528	15.19780975
1529	15.19390005
1530	15.1912583
1531	15.18571399
1532	15.18384622
1533	15.18039255
1534	15.17640269
1535	15.17340704
1536	15.17039309
1537	15.16644729
1538	15.1612987
1539	15.15535566
1540	15.15122182
1541	15.14711051
1542	15.14513782
1543	15.14144547
1544	15.13856989
1545	15.13562103
1546	15.13083921
1547	15.12670984
1548	15.12510877
1549	15.12112687
1550	15.11906452
1551	15.11534272
1552	15.10874009
1553	15.10475963
1554	15.1000922
1555	15.09759834
1556	15.09600859
1557	15.09071186
1558	15.08760613
1559	15.08124171
1560	15.07983801
1561	15.07330996
1562	15.0703649
1563	15.06680928
1564	15.06103268
1565	15.05518037
1566	15.0524506
1567	15.04241599
1568	15.03703114
1569	15.0340186
1570	15.03184633
1571	15.02900827
1572	15.0269101
1573	15.02382878
1574	15.01909062
1575	15.01643334
1576	15.01317424
1577	15.00922001
1578	15.00726081
1579	15.00445725
1580	15.00122218
1581	14.99774225
1582	14.99522569
1583	14.99208648
1584	14.98888733
1585	14.98428585
1586	14.98024868
1587	14.97593454
1588	14.97411679
1589	14.97089162
1590	14.96770996
1591	14.96091687
1592	14.95727902
1593	14.95366862
1594	14.95039994
1595	14.9469497
1596	14.94454798
1597	14.94051001
1598	14.92991167
1599	14.92548734
1600	14.92054885
1601	14.91497815
1602	14.90863463
1603	14.90405628
1604	14.90269029
1605	14.90008235
1606	14.89664993
1607	14.89482398
1608	14.89061881
1609	14.88678796
1610	14.88402379
1611	14.88259871
1612	14.87944178
1613	14.87308859
1614	14.86859567
1615	14.86494697
1616	14.86084799
1617	14.8578762
1618	14.85435562
1619	14.85303087
1620	14.84818787
1621	14.84490551
1622	14.83873983
1623	14.83468175
1624	14.82954786
1625	14.82826324
1626	14.82109584
1627	14.81752014
1628	14.81385479
1629	14.81004619
1630	14.8073232
1631	14.80381179
1632	14.80127717
1633	14.79710811
1634	14.79415172
1635	14.79062566
1636	14.78492132
1637	14.78105446
1638	14.77626953
1639	14.7713224
1640	14.76829797
1641	14.76628277
1642	14.76193012
1643	14.76067941
1644	14.75672848
1645	14.75434354
1646	14.75184277
1647	14.74844514
1648	14.7441977
1649	14.73993493
1650	14.73802337
1651	14.7335788
1652	14.72983292
1653	14.72419929
1654	14.72056553
1655	14.71700638
1656	14.71432399
1657	14.71001286
1658	14.70835986
1659	14.70652428
1660	14.70342448
1661	14.70199541
1662	14.69940467
1663	14.6915896
1664	14.68710752
1665	14.68370322
