iter	Passed	Remaining
1658	110175	22646
1659	110247	22580
1660	110317	22515
1661	110391	22450
1662	110461	22384
1663	110532	22319
1664	110612	22255
1665	110682	22189
1666	110753	22124
1667	110822	22058
1668	110895	21992
1669	110965	21927
1670	111035	21861
1671	111109	21796
1672	111182	21731
1673	111261	21667
1674	111331	21601
1675	111403	21536
1676	111475	21470
1677	111543	21404
1678	111615	21339
1679	111689	21274
1680	111759	21208
1681	111828	21142
1682	111897	21076
1683	111968	21010
1684	112039	20945
1685	112108	20879
1686	112179	20813
1687	112253	20748
1688	112321	20682
1689	112390	20615
1690	112453	20548
1691	112520	20482
1692	112583	20415
1693	112646	20348
1694	112710	20281
1695	112781	20215
1696	112845	20148
1697	112909	20081
1698	112971	20014
1699	113037	19947
1700	113100	19880
1701	113164	19813
1702	113231	19747
1703	113296	19680
1704	113359	19613
1705	113423	19546
1706	113488	19479
1707	113554	19413
1708	113618	19346
1709	113690	19280
1710	113765	19215
1711	113832	19149
1712	113893	19081
1713	113957	19015
1714	114024	18948
1715	114088	18881
1716	114155	18815
1717	114216	18748
1718	114284	18681
1719	114351	18615
1720	114418	18548
1721	114485	18482
1722	114548	18415
1723	114613	18348
1724	114678	18282
1725	114749	18216
1726	114815	18149
1727	114881	18083
1728	114943	18015
1729	115008	17949
1730	115071	17882
1731	115137	17815
1732	115199	17748
1733	115264	17681
1734	115329	17615
1735	115392	17548
1736	115456	17481
1737	115520	17414
1738	115585	17347
1739	115648	17280
1740	115711	17213
1741	115781	17147
1742	115846	17081
1743	115911	17014
1744	115975	16947
1745	116042	16881
1746	116105	16814
1747	116166	16747
1748	116231	16680
1749	116293	16613
1750	116360	16546
1751	116425	16480
1752	116490	16413
1753	116560	16347
1754	116625	16281
1755	116688	16214
1756	116750	16147
1757	116822	16081
1758	116886	16014
1759	116949	15947
1760	117017	15881
1761	117085	15815
1762	117149	15748
1763	117216	15682
1764	117282	15615
1765	117345	15548
1766	117410	15482
1767	117477	15415
1768	117541	15348
1769	117609	15282
1770	117679	15216
1771	117743	15149
1772	117807	15083
1773	117876	15016
1774	117940	14950
1775	118006	14883
1776	118070	14816
1777	118134	14750
1778	118201	14683
1779	118265	14617
1780	118332	14550
1781	118396	14483
1782	118463	14417
1783	118528	14351
1784	118591	14284
1785	118657	14217
1786	118719	14150
1787	118782	14083
1788	118856	14018
1789	118935	13953
1790	118998	13886
1791	119061	13819
1792	119126	13752
1793	119189	13686
1794	119252	13619
1795	119316	13552
1796	119381	13486
1797	119446	13419
1798	119509	13352
1799	119576	13286
1800	119638	13219
1801	119698	13152
1802	119761	13085
1803	119827	13018
1804	119900	12953
1805	119965	12886
1806	120026	12819
1807	120089	12752
1808	120152	12686
1809	120218	12619
1810	120284	12553
1811	120346	12486
1812	120410	12419
1813	120473	12352
1814	120540	12286
1815	120602	12219
1816	120668	12153
1817	120729	12086
1818	120807	12020
1819	120875	11954
1820	120943	11888
1821	121012	11822
1822	121073	11755
1823	121136	11688
1824	121200	11621
1825	121264	11555
1826	121329	11488
1827	121394	11422
1828	121460	11355
1829	121525	11289
1830	121591	11222
1831	121660	11156
1832	121725	11090
1833	121788	11023
1834	121857	10957
1835	121921	10890
1836	121983	10823
1837	122046	10757
1838	122108	10690
1839	122173	10623
1840	122236	10557
1841	122299	10490
1842	122362	10423
1843	122429	10357
1844	122493	10290
1845	122556	10224
1846	122619	10157
1847	122685	10091
1848	122750	10024
1849	122822	9958
1850	122887	9892
1851	122952	9825
1852	123015	9758
1853	123082	9692
1854	123149	9626
1855	123216	9559
1856	123280	9493
1857	123345	9426
1858	123410	9360
1859	123472	9293
1860	123535	9226
1861	123600	9160
1862	123667	9094
1863	123730	9027
1864	123802	8961
1865	123864	8894
1866	123930	8828
1867	123993	8761
1868	124059	8695
1869	124121	8628
1870	124184	8562
1871	124248	8495
1872	124313	8429
1873	124380	8362
1874	124443	8296
1875	124506	8229
1876	124571	8163
1877	124636	8096
1878	124698	8030
1879	124771	7964
1880	124834	7897
1881	124897	7830
1882	124961	7764
1883	125028	7698
1884	125094	7631
1885	125160	7565
1886	125223	7498
1887	125287	7432
1888	125350	7365
1889	125415	7299
1890	125480	7232
1891	125546	7166
1892	125610	7099
1893	125674	7033
1894	125748	6967
1895	125813	6901
1896	125876	6834
1897	125941	6768
1898	126002	6701
1899	126068	6635
1900	126129	6568
1901	126193	6502
1902	126256	6435
1903	126321	6369
1904	126387	6302
1905	126455	6236
1906	126519	6170
1907	126583	6103
1908	126650	6037
1909	126720	5971
1910	126784	5904
1911	126846	5838
1912	126912	5771
1913	126978	5705
1914	127041	5638
1915	127106	5572
1916	127172	5506
1917	127236	5439
1918	127301	5373
1919	127365	5306
1920	127431	5240
1921	127494	5174
1922	127557	5107
1923	127623	5041
1924	127693	4975
1925	127758	4908
1926	127836	4842
1927	127900	4776
1928	127964	4709
1929	128027	4643
1930	128094	4577
1931	128159	4510
1932	128223	4444
1933	128285	4377
1934	128354	4311
1935	128418	4245
1936	128481	4178
1937	128548	4112
1938	128612	4046
1939	128684	3979
1940	128746	3913
1941	128810	3847
1942	128872	3780
1943	128936	3714
1944	128999	3647
1945	129064	3581
1946	129148	3515
1947	129213	3449
1948	129279	3382
1949	129342	3316
1950	129407	3250
1951	129472	3183
1952	129540	3117
1953	129605	3051
1954	129674	2984
1955	129738	2918
1956	129802	2852
1957	129865	2785
1958	129929	2719
1959	129993	2652
1960	130056	2586
1961	130122	2520
1962	130188	2453
1963	130255	2387
1964	130320	2321
1965	130384	2254
1966	130448	2188
1967	130516	2122
1968	130579	2055
1969	130656	1989
1970	130722	1923
1971	130790	1857
1972	130856	1790
1973	130921	1724
1974	130988	1658
1975	131056	1591
1976	131122	1525
1977	131189	1459
1978	131255	1392
1979	131317	1326
1980	131379	1260
1981	131445	1193
1982	131508	1127
1983	131571	1061
1984	131637	994
1985	131708	928
1986	131772	862
1987	131837	795
1988	131902	729
1989	131965	663
1990	132044	596
1991	132110	530
1992	132173	464
1993	132238	397
1994	132305	331
1995	132372	265
1996	132437	198
1997	132505	132
1998	132571	66
1999	132638	0
