,medico,dentista,ropa_nueva,pares_zapatos,comida_fresca,proteinas,libros,ocasiones_especiales,reuniones_amigos,excursiones,lugar_estudio,vacaciones
0,0.9779145905381498,0.9630894098181374,0.023000124047056755,0.011201245043985989,0.025366344808379668,0.01659429216101845,0.010909783807690603,0.021600967420909306,0.033880208280785,0.04481177011371741,0.023339579530201028,0.0560981889812904
1,0.9476744186046512,0.9081395348837209,0.06744186046511627,0.05523255813953489,0.9869186046511622,0.10087209302325578,0.0305232558139535,0.05872093023255813,0.08924418604651163,0.10610465116279069,0.030813953488372077,0.2107558139534883
2,0.9285500747384156,0.7742899850523167,0.1973094170403588,0.13333333333333341,0.16442451420029902,0.1520179372197308,0.15470852017937203,0.2651718983557547,0.7989536621823622,0.30926756352765317,0.1829596412556053,0.4188340807174886
3,0.940501212611156,0.9057396928051737,0.06426839126919973,0.017461600646725948,0.012530315278900687,0.02392886014551334,0.018593371059013757,0.06232821341956347,0.026839126919967753,0.0940986257073565,0.03152789005658852,0.5658852061438964
