cluster_kmeans,mean,median,min,max
0,0.7311096634829679,0.8046887680659824,0.060347001066726434,0.8046887680659824
1,0.27084142072632217,0.32402754221345353,-0.21321944239264978,0.4055070175282149
2,-0.06179196318888131,-0.0540355743003537,-0.3339098907084514,0.15061007395610473
3,0.10254053648675272,0.149874329770897,-0.05273740318015341,0.31027708635726514
