Guests;Price avg;Ranking position avg;Number of views;Price difference;Hotel name;Location;Distance;Type;Quality;Rating;Special;Review;Description;Bedrooms;Living Rooms;Bathrooms;Kitchens;Surface Area (m2);Total Beds;Individual Beds;Double Beds;Double Large Beds;Double Extralarge Beds;Sofa Beds;Bunk Beds
4;381.0;277.0;11;84.0;Apartamento Ancha de Gracia;Barrio de Ronda, Granada;900;apartamento;4;10.0;;7;Apartamento de 2 dormitorios;2;1;1;1;90;2;0;2;0;0;0;0
4;215.0;284.0;9;-11.0;Apartamento Arandas Centro, By DaiMar;Centro de Granada, Granada;600;apartamento;3;9.3;;24;Apartamento de 2 dormitorios;2;1;1;1;77;4;2;1;0;0;1;0
4;329.0;331.0;8;51.0;Apartamento Aravirma;Zaidín, Granada;2700;apartamento;4;8.9;;35;Apartamento de 2 dormitorios;2;1;1;1;70;3;0;2;0;0;1;0
4;301.0;212.0;90;115.0;Apartamento Arica;Barrio de Ronda, Granada;800;apartamento;4;9.1;preferente;67;Apartamento;2;1;1;1;90;2;0;1;1;0;0;0
6;341.0;271.0;133;-40.0;Apartamento Arrufat&Osorio;Genil, Granada;4500;apartamento;3;9.0;;69;Apartamento de 3 dormitorios;3;0;0;0;0;4;0;2;1;0;1;0
4;258.0;268.0;50;37.0;Apartamento Ayres;Barrio de Ronda, Granada;600;apartamento;4;9.1;;36;Apartamento de 2 dormitorios;2;0;0;0;0;2;0;2;0;0;0;0
4;410.0;289.0;8;28.0;Apartamento Bajo el cielo de la Alhambra, By DaiMar;Albaicín, Granada;700;apartamento;4;8.6;;14;Apartamento de 2 dormitorios;2;0;0;0;0;3;2;1;0;0;0;0
6;399.0;130.0;95;24.0;Apartamento Bazán Granada;Centro de Granada, Granada;300;apartamento;4;9.6;;147;Apartamento de 2 dormitorios;2;1;2;1;68;4;2;1;0;0;1;0
4;299.0;282.0;17;38.0;Apartamento Blanes;Centro de Granada, Granada;200;apartamento;3;9.0;;78;Apartamento;2;1;2;1;60;3;2;1;0;0;0;0
6;1086.0;256.0;154;617.0;Apartamento Blessed;Granada;20000;apartamento;3;8.2;;16;Apartamento de 2 dormitorios;2;0;0;0;0;4;2;0;2;0;0;0
4;255.0;345.0;13;43.0;Apartamento Botánico, Centro de Granada;Centro de Granada, Granada;400;;0;9.0;;15;Apartamento de 1 dormitorio;1;1;1;1;0;2;0;1;0;0;1;0
8;517.0;148.0;154;-3.0;Apartamento Buensuceso 46 VFTGR04774;Centro de Granada, Granada;700;;0;8.5;;68;Apartamento;4;1;2;1;170;8;3;1;0;0;0;4
4;850.0;250.0;6;424.0;Apartamento Caleta;Beiro, Granada;1600;apartamento;3;9.0;;68;Apartamento con balcón;3;1;1;1;105;4;3;1;0;0;0;0
8;415.0;119.0;208;64.0;Apartamento Calle Concepcion Centro;Centro de Granada, Granada;500;apartamento;4;8.4;preferente;595;1×;2;1;1;1;100;3;0;2;0;0;1;0
8;432.0;77.0;92;36.0;Apartamento Calle Concepcion Centro;Centro de Granada, Granada;500;apartamento;4;8.4;preferente;595;Apartamento;3;1;2;1;110;4;2;2;0;0;0;0
4;182.0;316.0;5;-58.0;Apartamento Calle Gloria;Albaicín, Granada;700;apartamento;3;8.9;;59;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
6;442.0;161.0;93;116.0;Apartamento Calle Varela Centro;Centro de Granada, Granada;250;apartamento;4;8.5;;128;Apartamento de 3 dormitorios;3;0;1;1;100;4;2;2;0;0;0;0
2;151.0;291.0;25;-2.0;Apartamento Campo del Príncipe;Centro de Granada, Granada;500;;0;9.2;;49;Apartamento de 1 dormitorio;1;1;1;1;0;2;0;1;0;0;1;0
4;240.0;342.0;1;-45.0;Apartamento Campus de la Salud;Zaidín, Granada;2600;apartamento;3;9.1;;15;Apartamento de 2 dormitorios;2;0;1;1;70;2;0;2;0;0;0;0
4;400.0;302.0;7;103.0;Apartamento Capitania;Centro de Granada, Granada;100;apartamento;3;9.2;;72;Apartamento Superior;2;1;1;1;100;3;2;1;0;0;0;0
6;385.0;296.0;18;-122.0;Apartamento Carretera de la Sierra;Genil, Granada;3300;apartamento;3;7.1;;31;1×;1;0;1;1;36;2;0;1;0;0;1;0
6;338.0;110.0;91;7.0;Apartamento Casa Inés;Centro de Granada, Granada;500;apartamento;3;8.4;;57;Apartamento de 3 dormitorios;3;1;1;0;80;4;1;2;0;0;1;0
6;291.0;176.0;37;-16.0;Apartamento Castillo;Barrio de Ronda, Granada;900;apartamento;3;9.3;;281;Apartamento;1;0;1;0;18;1;0;1;0;0;0;0
4;187.0;200.0;53;-9.0;Apartamento Castillo;Barrio de Ronda, Granada;900;apartamento;3;9.3;;281;Apartamento;1;1;1;1;42;3;2;0;0;0;1;0
8;535.0;214.0;103;-198.0;Apartamento Castillo;Barrio de Ronda, Granada;900;apartamento;3;9.3;;281;Apartamento;2;0;1;1;55;3;2;1;0;0;0;0
6;493.0;195.0;75;156.0;Apartamento Catedral Centro;Centro de Granada, Granada;250;apartamento;4;9.3;;43;Apartamento de 2 dormitorios;2;0;0;0;0;3;0;1;1;0;1;0
4;370.0;231.0;1;85.0;Apartamento Catedral Centro;Centro de Granada, Granada;450;apartamento;3;9.2;;70;Apartamento de 2 dormitorios;2;1;1;1;65;2;0;2;0;0;0;0
8;307.0;79.0;40;-86.0;Apartamento Catedral Centro;Centro de Granada, Granada;600;apartamento;3;8.8;;343;1×;3;1;1;1;75;4;3;1;0;0;0;0
2;130.0;3.0;1;-77.0;Apartamento Centro;Centro de Granada, Granada;700;apartamento;3;9.1;;221;Apartamento de 1 dormitorio;1;1;1;1;45;2;0;1;0;0;1;0
6;256.0;75.0;79;-65.0;Apartamento Centro Elvira;Centro de Granada, Granada;700;apartamento;3;8.2;;25;Apartamento de 2 dormitorios;2;1;1;1;85;6;0;4;0;0;2;0
8;637.0;228.0;216;86.0;Apartamento Centro Granada;Centro de Granada, Granada;300;apartamento;3;5.1;;21;Apartamento de 1 dormitorio;1;1;1;0;40;2;0;1;0;0;1;0
6;390.0;176.0;162;43.0;Apartamento Centro Granada;Barrio de Ronda, Granada;600;apartamento;4;8.8;;9;Apartamento de 2 dormitorios;2;1;1;0;60;3;0;2;0;0;1;0
4;866.0;303.0;4;389.0;Apartamento Centro Granada, 1 minuto Catedral;Centro de Granada, Granada;300;apartamento;3;0.0;;0;Apartamento de 1 dormitorio;1;1;1;0;40;2;0;1;0;0;1;0
4;462.0;330.0;2;116.0;Apartamento Centro de Granada;Centro de Granada, Granada;800;;0;0.0;;0;Apartamento de 2 dormitorios;2;0;0;0;0;3;0;1;1;0;1;0
8;528.0;134.0;238;31.0;Apartamento Centro de Granada;Beiro, Granada;1400;apartamento;3;8.4;;44;Apartamento;4;0;2;1;120;4;0;4;0;0;0;0
4;261.0;256.0;42;36.0;Apartamento Cifuentes;Barrio de Ronda, Granada;700;apartamento;3;8.3;;84;Apartamento;2;1;1;1;70;3;2;1;0;0;0;0
4;178.0;180.0;92;-25.0;Apartamento Completo Boquerón de Granada;Centro de Granada, Granada;500;apartamento;3;6.4;;238;Apartamento de 3 dormitorios;3;0;1;1;70;3;1;1;1;0;0;0
6;396.0;204.0;162;60.0;Apartamento Completo en el Casco histórico con vista a la Sierra Nevada;Albaicín, Granada;1100;apartamento;3;9.7;;15;Apartamento de 3 dormitorios;3;0;1;1;100;4;2;0;2;0;0;0
8;514.0;160.0;276;-140.0;Apartamento Con Parking Gratuito;Genil, Granada;1200;apartamento;3;7.4;;147;Apartamento con plaza de aparcamiento;2;1;1;1;90;2;0;2;0;0;0;0
2;234.0;298.0;26;0.0;Apartamento Concepción Granada Centro;Centro de Granada, Granada;500;apartamento;3;8.5;;27;Apartamento de 1 dormitorio;1;1;1;0;57;2;0;1;0;0;1;0
2;169.0;227.0;9;-64.0;Apartamento Cruz 2;Centro de Granada, Granada;450;apartamento;3;9.5;destacado;6;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
4;317.0;277.0;9;-17.0;Apartamento Cuarto Real de Santo Domingo;Centro de Granada, Granada;500;apartamento;3;8.0;;46;Apartamento con balcón;1;1;1;1;55;3;0;1;0;0;2;0
4;380.0;246.0;2;-122.0;Apartamento Cuesta del Chapiz;Albaicín, Granada;1000;;0;8.0;;1;Apartamento de 2 dormitorios;2;1;2;1;100;2;0;1;0;0;0;1
4;268.0;158.0;40;62.0;Apartamento De Lujo En Antiguo Convento;Centro de Granada, Granada;700;apartamento;4;8.9;;151;Apartamento;2;0;1;1;87;3;2;1;0;0;0;0
4;290.0;193.0;93;98.0;Apartamento Duplex Gomerez 39;Centro de Granada, Granada;350;hotel;3;8.9;plus;89;Apartamento Dúplex - Ático;1;1;1;1;70;2;0;1;0;0;1;0
6;234.0;112.0;155;-40.0;Apartamento Dúplex con vista a la Alhambra;Albaicín, Granada;500;;0;10.0;;2;Apartamento de 2 dormitorios;2;0;2;1;15;3;2;0;1;0;0;0
4;446.0;274.0;3;17.0;Apartamento El Rincón del Arte Granada Centro;Beiro, Granada;1300;apartamento;4;9.2;;9;Apartamento de 3 dormitorios;3;1;1;1;70;4;3;1;0;0;0;0
4;313.0;352.0;2;48.0;Apartamento El Rincón del Arte Granada Centro & Desayuno Incluido;Beiro, Granada;1300;apartamento;4;9.2;;9;Apartamento de 3 dormitorios;3;1;1;1;70;4;3;1;0;0;0;0
2;157.0;289.0;38;-10.0;Apartamento El Ángel 1;Centro de Granada, Granada;450;apartamento;3;9.3;;93;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
2;160.0;266.0;32;-27.0;Apartamento Elvira;Beiro, Granada;900;;0;8.8;;9;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;202.0;234.0;34;-75.0;Apartamento Elvira Premium;Albaicín, Granada;250;;0;4.4;;16;Apartamento Superior de 1 dormitorio;1;1;1;1;68;2;0;1;0;0;1;0
4;250.0;197.0;2;-156.0;Apartamento En Centro Historico;Centro de Granada, Granada;100;apartamento;3;6.7;;151;Apartamento;1;1;1;1;40;2;0;1;0;0;1;0
6;321.0;82.0;135;-12.0;Apartamento Enriqueta Lozano;Centro de Granada, Granada;450;apartamento;4;7.3;;3;Apartamento de 3 dormitorios;3;0;2;1;98;4;2;1;1;0;0;0
2;157.0;351.0;3;-32.0;Apartamento Entero + Parking Gratuito;Beiro, Granada;1300;apartamento;3;7.0;;5;Apartamento de 1 dormitorio;1;1;1;1;30;2;0;0;0;1;1;0
6;283.0;127.0;110;3.0;Apartamento Fuente de las Batallas;Centro de Granada, Granada;400;apartamento;4;8.7;;46;Apartamento de 2 dormitorios;2;1;1;1;80;4;2;1;0;0;1;0
4;308.0;289.0;21;23.0;Apartamento Fénix;Zaidín, Granada;2900;apartamento;4;8.8;;55;Apartamento de 2 dormitorios;2;0;2;1;70;3;2;1;0;0;0;0
4;310.0;257.0;13;-27.0;Apartamento Fórum - Ciencias;Zaidín, Granada;2200;apartamento;4;9.0;;9;Apartamento de 2 dormitorios;2;1;1;1;90;2;0;0;2;0;0;0
4;261.0;334.0;11;35.0;Apartamento Fórum-Ciencias con Piscina, Gym & Parking;Zaidín, Granada;2100;apartamento;4;9.6;;38;Apartamento de 1 dormitorio;1;1;1;1;58;2;0;1;0;0;1;0
4;194.0;153.0;67;20.0;Apartamento Garcia Lorca III;Centro de Granada, Granada;500;apartamento;3;8.7;;92;Apartamento;1;1;1;1;55;2;0;1;0;0;1;0
4;439.0;304.0;5;18.0;Apartamento Gran Via Center;Centro de Granada, Granada;600;apartamento;4;9.4;;87;Apartamento de 1 dormitorio;1;1;1;1;40;2;0;1;0;0;1;0
4;416.0;254.0;2;-86.0;Apartamento Gran Vía Granada;Centro de Granada, Granada;700;apartamento;3;5.3;;6;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;205.0;228.0;41;-3.0;Apartamento Granada Centro. ÁTICO Ayuntamiento;Centro de Granada, Granada;250;;0;8.2;;18;Apartamento de 2 dormitorios;2;0;0;0;0;3;2;1;0;0;0;0
4;181.0;305.0;35;-72.0;Apartamento Granada El Serrallo;Genil, Granada;2400;apartamento;3;7.5;;11;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
6;200.0;143.0;97;-37.0;Apartamento Granada centro;Barrio de Ronda, Granada;1000;apartamento;3;9.1;;84;Apartamento;0;0;0;0;0;4;2;2;0;0;0;0
6;337.0;63.0;293;-7.0;Apartamento Granados;Barrio de Ronda, Granada;1100;apartamento;3;8.3;plus;110;Apartamento de 2 dormitorios;2;1;1;1;79;4;2;1;0;0;1;0
8;449.0;120.0;397;4.0;Apartamento Góngora;Genil, Granada;1100;apartamento;4;8.9;preferente;45;Apartamento con terraza;3;1;6;1;110;8;5;0;1;0;0;2
8;401.0;88.0;317;-169.0;Apartamento Góngora Congresos;Genil, Granada;1100;apartamento;4;0.0;;0;Apartamento Superior con 3 dormitorios;3;0;2;1;115;6;4;0;1;0;0;1
4;230.0;264.0;58;18.0;Apartamento Inside La Corrala;Centro de Granada, Granada;450;apartamento;3;8.8;preferente;12;Apartamento de 1 dormitorio;1;1;1;1;55;3;2;0;0;0;1;0
4;426.0;309.0;5;20.0;Apartamento Jardín Botánico;Centro de Granada, Granada;500;apartamento;3;9.1;;72;Apartamento de 1 dormitorio;1;1;1;1;51;2;0;1;0;0;1;0
6;469.0;109.0;71;44.0;Apartamento Jose Enrique;Zaidín, Granada;2200;apartamento;3;9.5;preferente;48;Apartamento Superior;3;1;2;1;125;6;5;1;0;0;0;0
6;313.0;121.0;83;20.0;Apartamento Katanka Home Staging;Albaicín, Granada;600;apartamento;3;9.5;destacado;35;Apartamento de 3 dormitorios;3;1;1;1;90;3;0;2;1;0;0;0
4;314.0;281.0;12;65.0;Apartamento La Tana centro;Centro de Granada, Granada;350;apartamento;4;9.3;;80;Apartamento de 2 dormitorios;2;1;1;1;74;3;0;1;1;0;1;0
4;307.0;229.0;20;53.0;Apartamento La Tana centro 2;Centro de Granada, Granada;350;apartamento;4;10.0;;8;Apartamento de 2 dormitorios;2;1;1;1;75;3;0;2;0;0;1;0
4;439.0;288.0;3;60.0;Apartamento Lagloria;Chana, Granada;3000;apartamento;3;8.8;;49;Apartamento de 3 dormitorios;3;1;1;1;90;6;2;1;0;0;1;2
6;349.0;131.0;175;22.0;Apartamento Lomeña;Centro de Granada, Granada;250;apartamento;3;9.2;;70;Apartamento de 2 dormitorios;2;1;2;1;80;4;2;0;0;0;1;1
4;147.0;206.0;69;-61.0;Apartamento Luna de Granada;Beiro, Granada;900;apartamento;3;5.7;;44;Apartamento de 1 dormitorio;1;1;1;1;45;2;0;1;0;0;1;0
4;181.0;259.0;88;-10.0;Apartamento MARIANA;Centro de Granada, Granada;150;apartamento;3;8.1;;120;Apartamento de 1 dormitorio;1;0;0;0;0;3;0;1;0;0;2;0
6;454.0;139.0;81;107.0;Apartamento Mariana Pineda Centro;Centro de Granada, Granada;400;apartamento;4;9.2;;154;Apartamento de 2 dormitorios;2;1;2;1;135;4;2;0;1;0;1;0
2;159.0;259.0;16;-55.0;Apartamento Mirador de Soraya;Albaicín, Granada;1100;apartamento;3;7.9;;57;Apartamento;1;1;1;1;60;1;0;1;0;0;0;0
4;234.0;122.0;2;-64.0;Apartamento Molino San Andrés;Albaicín, Granada;500;apartamento;3;9.2;;38;Apartamento Ático;0;0;0;0;0;2;0;1;0;0;1;0
6;396.0;124.0;97;58.0;Apartamento Mulhacen Centro Free Parking;Barrio de Ronda, Granada;900;apartamento;3;9.2;;70;Apartamento de 3 dormitorios;3;0;0;0;0;5;4;1;0;0;0;0
4;380.0;324.0;9;102.0;Apartamento Nazaríes Centro, By DaiMar;Barrio de Ronda, Granada;1000;apartamento;4;8.8;;41;Apartamento de 2 dormitorios;2;1;1;1;75;5;1;1;0;0;1;0
4;221.0;340.0;22;18.0;Apartamento Neptuno;Barrio de Ronda, Granada;1000;;0;8.7;;7;Apartamento Ático;1;1;1;0;0;2;0;1;0;0;1;0
4;570.0;246.0;51;308.0;Apartamento Nueva del Santísimo;Centro de Granada, Granada;800;apartamento;4;9.3;preferente;121;Apartamento de 2 dormitorios;2;1;1;1;75;2;0;2;0;0;0;0
8;377.0;68.0;190;-45.0;Apartamento Nuevo Centro Granada;Barrio de Ronda, Granada;1000;apartamento;3;8.8;;84;Apartamento;4;1;1;1;80;5;2;3;0;0;0;0
8;980.0;162.0;379;393.0;Apartamento Palacio céntrico y silencioso 4-8 personas;Barrio de Ronda, Granada;1100;apartamento;4;9.3;;4;Apartamento Superior;4;1;2;1;140;6;4;2;0;0;0;0
4;534.0;359.0;1;170.0;Apartamento Palacio de los Patos;Centro de Granada, Granada;600;apartamento;4;9.9;;14;Apartamento de 2 dormitorios;2;1;1;1;79;3;2;1;0;0;0;0
2;343.0;341.0;19;164.0;Apartamento Pedro Antonio Parking gratis;Barrio de Ronda, Granada;800;apartamento;3;8.5;;126;Apartamento Estudio;1;1;1;1;30;1;0;1;0;0;0;0
6;286.0;124.0;138;31.0;Apartamento Puerta Elvira Centro free parking;Centro de Granada, Granada;700;apartamento;3;8.3;preferente;294;Apartamento de 2 dormitorios;2;1;2;1;75;3;0;1;1;0;1;0
2;164.0;233.0;58;-17.0;Apartamento Rauda 51 B, Granada;Genil, Granada;2800;apartamento;3;9.6;;45;Apartamento de 1 dormitorio;1;0;1;1;30;2;0;1;0;0;1;0
4;226.0;231.0;60;-4.0;Apartamento Realejo centro ciudad;Centro de Granada, Granada;250;apartamento;3;8.9;;131;Apartamento de 1 dormitorio;1;1;1;1;65;2;0;1;0;0;1;0
4;157.0;150.0;55;-19.0;Apartamento Recogidas;Barrio de Ronda, Granada;1000;apartamento;4;8.8;;47;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
6;366.0;115.0;63;10.0;Apartamento Recogidas 39;Barrio de Ronda, Granada;700;apartamento;3;7.3;;49;Apartamento de 3 dormitorios;3;1;1;1;105;6;6;0;0;0;0;0
6;318.0;180.0;79;53.0;Apartamento Ribera del Genil Centro;Barrio de Ronda, Granada;1100;apartamento;4;9.0;;204;Apartamento de 3 dormitorios;3;0;0;0;0;4;2;2;0;0;0;0
4;349.0;269.0;34;79.0;Apartamento Ronda Sócrates;Barrio de Ronda, Granada;1100;apartamento;3;10.0;;1;Apartamento de 2 dormitorios;2;0;0;0;0;3;2;1;0;0;0;0
4;411.0;351.0;1;132.0;Apartamento San Bartolome Albaicin;Albaicín, Granada;900;apartamento;4;9.8;;66;Apartamento de 1 dormitorio;1;1;2;1;70;2;0;0;1;0;1;0
4;281.0;236.0;72;44.0;Apartamento San Juan Baja;Barrio de Ronda, Granada;700;apartamento;4;8.5;;2;Apartamento de 2 dormitorios;2;0;0;0;0;3;2;1;0;0;0;0
6;376.0;119.0;204;-62.0;Apartamento San Lázaro;Beiro, Granada;1300;apartamento;3;10.0;;1;Apartamento de 2 dormitorios;2;0;0;0;0;4;2;1;0;0;1;0
4;160.0;256.0;29;-55.0;Apartamento San Marcos;Barrio de Ronda, Granada;800;;0;4.3;;3;Apartamento Superior de 2 dormitorios;2;1;1;1;70;3;1;1;0;0;1;0
4;373.0;292.0;10;33.0;Apartamento San Matias 8;Centro de Granada, Granada;300;apartamento;4;9.1;;76;Apartamento de 1 dormitorio;1;1;1;1;41;2;0;1;0;0;1;0
4;687.0;254.0;10;307.0;Apartamento Santa Inés;Albaicín, Granada;350;apartamento;4;9.4;destacado;78;Apartamento de 1 dormitorio;1;1;1;1;50;2;0;1;0;0;1;0
4;284.0;165.0;12;-78.0;Apartamento Serrano Gran Vía Centro;Albaicín, Granada;700;apartamento;3;9.5;;145;Apartamento Superior;1;1;1;1;60;2;0;0;1;0;1;0
4;720.0;270.0;2;219.0;Apartamento Sierra Nevada Edificio Montaire;Granada;20100;apartamento;3;7.9;;14;Apartamento de 1 dormitorio;1;1;1;1;50;2;0;1;0;0;1;0
6;466.0;160.0;118;66.0;Apartamento Sol;Barrio de Ronda, Granada;1000;apartamento;4;9.7;destacado;41;Apartamento de 3 dormitorios;3;1;1;1;80;5;4;0;1;0;0;0
8;410.0;124.0;284;-123.0;Apartamento Solarillo;Barrio de Ronda, Granada;600;apartamento;0;7.0;;3;Apartamento;4;0;2;1;115;6;4;2;0;0;0;0
4;320.0;302.0;16;87.0;Apartamento Tebaida;Barrio de Ronda, Granada;600;apartamento;3;9.0;;108;Apartamento;1;1;1;1;56;4;0;1;0;0;1;2
8;354.0;45.0;167;-88.0;Apartamento Triviño centro;Centro de Granada, Granada;800;;0;9.2;destacado;15;Apartamento;0;0;0;0;0;4;0;3;0;0;0;1
8;357.0;108.0;39;-263.0;Apartamento Urbano Granada;Barrio de Ronda, Granada;1400;apartamento;3;9.3;;18;1×;1;1;1;0;40;2;0;1;0;0;1;0
6;421.0;70.0;30;-49.0;Apartamento Urbano Granada;Barrio de Ronda, Granada;1400;apartamento;3;9.3;;18;Apartamento con terraza;2;1;1;0;80;3;0;2;0;0;1;0
8;420.0;20.0;1;-326.0;Apartamento Vacaciones Granada;Granada;3400;apartamento;3;8.7;;49;Apartamento Superior;4;0;1;1;110;6;3;0;3;0;0;0
4;338.0;228.0;1;53.0;Apartamento Zoraida Centro;Barrio de Ronda, Granada;1300;apartamento;3;9.1;;206;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
6;350.0;284.0;81;-43.0;Apartamento acogedor con piscina;Granada Norte, Granada;3500;apartamento;4;9.6;;5;Apartamento;0;0;0;0;0;4;2;1;1;0;0;0
2;138.0;393.0;4;-9.0;Apartamento anida;Beiro, Granada;1400;apartamento;3;9.3;;38;Apartamento de 2 dormitorios;2;1;2;1;90;3;3;0;0;0;0;0
8;458.0;66.0;118;-63.0;Apartamento centrico parking aire acondicionado y wifi;Barrio de Ronda, Granada;700;apartamento;4;8.6;;96;Apartamento de 3 dormitorios;3;0;0;0;0;4;0;3;0;0;1;0
8;746.0;164.0;342;166.0;Apartamento centro;Barrio de Ronda, Granada;1100;apartamento;4;10.0;;5;Apartamento de 3 dormitorios;3;0;2;0;100;8;4;2;0;0;2;0
2;212.0;306.0;36;10.0;Apartamento centro Granada Salas;Barrio de Ronda, Granada;900;apartamento;4;9.5;destacado;12;Apartamento de 1 dormitorio;1;1;1;1;55;2;0;1;0;0;1;0
4;213.0;248.0;110;8.0;Apartamento centro de Granada;Centro de Granada, Granada;600;apartamento;4;8.9;;40;Apartamento de 2 dormitorios;2;0;0;0;0;3;2;1;0;0;0;0
6;369.0;183.0;118;-19.0;Apartamento centro de Granada 2;Beiro, Granada;1400;;0;9.4;;25;Apartamento de 3 dormitorios;3;1;1;1;0;4;0;3;0;0;1;0
2;145.0;289.0;9;-127.0;Apartamento cerca del centro Granada;Zaidín, Granada;1200;;0;9.0;;1;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;222.0;167.0;72;21.0;Apartamento con Encanto, Centro Granada;Centro de Granada, Granada;500;apartamento;3;8.4;;18;Apartamento de 2 dormitorios;2;1;1;1;40;3;0;0;1;1;1;0
2;191.0;255.0;27;-10.0;Apartamento con encanto y parking privado y gratuito;Barrio de Ronda, Granada;800;apartamento;3;8.9;;27;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
4;168.0;224.0;25;-29.0;Apartamento con unas maravillosas vistas a Granada;Beiro, Granada;800;apartamento;4;9.5;;171;Apartamento de 1 dormitorio;1;1;1;1;60;2;0;1;0;0;1;0
4;360.0;219.0;1;-154.0;Apartamento con zona chill-out y preciosas vistas;Albaicín, Granada;450;apartamento;3;6.2;;102;Apartamento de 2 dormitorios;2;1;1;1;80;2;0;1;1;0;0;0
4;209.0;225.0;82;8.0;Apartamento cátedra;Centro de Granada, Granada;400;apartamento;3;9.3;;65;Apartamento de 2 dormitorios;2;0;1;1;80;3;2;1;0;0;0;0
2;122.0;89.0;41;-34.0;Apartamento céntrico a 10 minutos de la Alhambra con parking;Centro de Granada, Granada;350;apartamento;3;8.1;;31;Estudio;0;0;1;1;38;2;0;1;0;0;1;0
4;282.0;281.0;4;-37.0;Apartamento céntrico con dos habitaciones El Lucero;Barrio de Ronda, Granada;700;apartamento;3;9.4;;14;Apartamento de 2 dormitorios;2;0;0;0;0;3;2;1;0;0;0;0
6;393.0;111.0;152;-14.0;Apartamento céntrico en Granada con WIFI;Barrio de Ronda, Granada;900;apartamento;4;9.3;;7;Apartamento de 3 dormitorios;3;0;1;1;70;4;2;1;1;0;0;0
4;202.0;127.0;83;-11.0;Apartamento céntrico frente Villa Oniria;Barrio de Ronda, Granada;600;apartamento;3;9.3;;8;Apartamento de 2 dormitorios;2;0;0;0;0;2;0;2;0;0;0;0
6;434.0;149.0;180;50.0;Apartamento céntrico y amplio Alhóndiga;Centro de Granada, Granada;350;;0;0.0;;0;Apartamento de 3 dormitorios;3;0;0;0;0;4;1;2;0;0;1;0
6;392.0;191.0;171;-14.0;Apartamento céntrico y coqueto;Barrio de Ronda, Granada;800;;0;9.0;;1;Apartamento de 3 dormitorios;3;0;0;0;0;4;1;2;0;0;1;0
2;248.0;332.0;6;-50.0;Apartamento de estilo nórdico cerca de la Catedral de Granada;Centro de Granada, Granada;300;apartamento;3;9.7;;3;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
8;469.0;92.0;147;-86.0;Apartamento el Purche;Genil, Granada;1400;apartamento;3;8.8;;45;Apartamento de 2 dormitorios;2;0;2;1;85;7;3;3;0;0;0;1
4;184.0;159.0;65;-27.0;Apartamento en Cuesta Gomérez (Plaza Nueva) con vistas a la Alhambra;Centro de Granada, Granada;300;apartamento;3;8.5;;68;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
6;382.0;219.0;139;9.0;Apartamento en Fontiveros;Zaidín, Granada;1600;apartamento;4;9.8;;29;Apartamento de 3 dormitorios;3;0;0;0;0;5;2;2;0;0;1;0
6;250.0;154.0;63;-64.0;Apartamento en Granada;Genil, Granada;1400;apartamento;3;9.5;;135;Apartamento de 2 dormitorios;2;1;1;1;85;4;2;1;0;0;1;0
6;448.0;157.0;39;-21.0;Apartamento en Granada capital para 6 personas;Beiro, Granada;2300;apartamento;3;8.4;preferente;26;Apartamento de 3 dormitorios;3;1;1;1;82;4;2;2;0;0;0;0
4;233.0;271.0;10;-67.0;Apartamento en Granada centro;Barrio de Ronda, Granada;1000;apartamento;3;9.0;;27;Apartamento de 3 dormitorios;3;0;1;1;113;3;1;1;0;0;0;1
4;363.0;263.0;13;26.0;Apartamento en Granada cerca de Albaicín;Granada;1600;apartamento;4;10.0;;1;Apartamento de 3 dormitorios;3;0;1;1;74;3;2;1;0;0;0;0
4;230.0;193.0;38;36.0;Apartamento en el centro de Granada;Centro de Granada, Granada;600;apartamento;3;9.7;;6;Apartamento de 3 dormitorios;3;1;1;1;90;4;2;1;1;0;0;0
2;204.0;307.0;24;-8.0;Apartamento en el corazón de Granada - Cochera;Centro de Granada, Granada;500;apartamento;3;8.6;;10;Apartamento de 1 dormitorio;1;1;1;1;35;2;0;1;0;0;1;0
6;420.0;215.0;113;-11.0;Apartamento en gran vía de colon;Centro de Granada, Granada;600;apartamento;3;10.0;;1;Apartamento Superior;0;0;0;0;0;4;1;2;0;0;1;0
4;313.0;283.0;5;6.0;Apartamento en gran vía de colon VUTGR11350;Centro de Granada, Granada;600;apartamento;3;10.0;;1;Apartamento Superior;0;0;0;0;0;4;1;2;0;0;1;0
8;571.0;132.0;306;46.0;Apartamento entero privado;Albaicín, Granada;800;apartamento;3;9.8;preferente;22;Apartamento de 3 dormitorios;3;0;1;1;150;4;0;1;0;1;0;2
