cluster_kmeans,mean,median,min,max
0,0.448902893128743,0.5149036051469068,0.12901544831871206,0.5739728182188193
1,0.45353267633755434,0.5360418071809325,0.08485372320697233,0.5790495588729075
2,0.11472710444015051,0.13338368614524476,-0.13660997881834544,0.26681399288502994
3,0.4295895526236102,0.5460082719355203,0.03057683695795865,0.5754297663052885
